fips,County,State,County-State,Latitude,Longitude,Region,Dem08,Dem12,Dem16,Rep08,Rep12,Rep16,Total08,Total12,Total16,percentDem08,percentDem12,percentDem16,RorD08,RorD12,RorD16,mfgEmp12,mfgEmp16,DrugFR08,DrugFR12,DrugFR16,Obese08,Obese12,Obese16,Pov08,Pov12,Pov16,medInc08,medInc12,medInc16,incomePercent08,incomePercent12,incomePercent16,pop08,pop12,pop16,popCHG08,popCHG12,popCHG16,intMig08,intMig12,intMig16,domMig08,domMig12,domMig16,netMig08,netMig12,netMig16,civLab08,emp08,unemp08,unempR08,civLab12,emp12,unemp12,unempR12,civLab16,emp16,unemp16,unempR16,college,pctBlack,pctAsian,pctHispanic,pctWhite,pctForeign,empQuoMfg12,empQuoMfg16,empQuoTtl2012,empQuoTtl2016,EmpTtl2012,EmpTtl2016,WageMfg2012,WageMfg2016,WageTtl2012,WageTtl2016,C Pop Density,C Land Area,Ydiscuss,YdiscussOppose,YCO2limits,YCO2limitsOppose,YtrustclimsciSST,YtrustclimsciSSTOppose,Yregulate,YregulateOppose,YsupportRPS,YsupportRPSOppose,Yfundrenewables,YfundrenewablesOppose,Yhappening,YhappeningOppose,Yhuman,YhumanOppose,Yconsensus,YconsensusOppose,Yworried,YworriedOppose,Ypersonal,YpersonalOppose,YharmUS,YharmUSOppose,Ydevharm,YdevharmOppose,Yfuturegen,YfuturegenOppose,Yharmplants,YharmplantsOppose,Ytiming,YtimingOppose
47027,Clay County,TN,"Clay County, TN",36.564515,-85.54861,Atlantic-S,1037.000,1248.000,707.000,1747.000,1676.000,2141.000,2820.000,2994.000,2920.000,0.368,0.417,0.242,0,0,0,200.33,240.33,21.00,21.00,21.00,0.32,0.33,0.31,0.21,0.24,0.24,28831.00,27978.00,30744.00,0.55,0.55,0.57,7843.00,7801.00,7752.00,-17.00,-26.00,-21.00,0.00,2.00,4.00,6.00,16.00,8.00,6.00,18.00,12.00,3482.00,3112.00,370.00,0.11,3321.00,2989.00,332.00,0.10,3051.00,2847.00,204.00,0.07,0.29,0.02,0.00,0.02,0.98,0.02,1.84,2.10,1.02,1.01,1216.33,1201.00,1497505.00,1884096.00,7912202.00,8549320.00,33.20,237.00,0.26,0.39,0.62,0.37,0.68,0.30,0.73,0.26,0.63,0.36,0.79,0.20,0.62,0.17,0.48,0.37,0.41,0.33,0.49,0.51,0.33,0.54,0.50,0.38,0.54,0.32,0.63,0.24,0.62,0.24,0.44,0.56
47029,Cocke County,TN,"Cocke County, TN",35.931845,-83.14564,Atlantic-S,2804.000,3340.000,1981.000,8459.000,8945.000,9791.000,11454.000,12481.000,12126.000,0.245,0.268,0.163,0,0,0,1541.33,1462.00,17.00,21.00,21.00,0.35,0.34,0.34,0.21,0.27,0.28,30567.00,30092.00,30860.00,0.59,0.60,0.58,35644.00,35450.00,35219.00,2.00,78.00,123.00,10.00,9.00,6.00,1.00,134.00,227.00,11.00,143.00,233.00,16501.00,15052.00,1449.00,0.09,15470.00,13697.00,1773.00,0.12,14447.00,13510.00,937.00,0.07,0.31,0.02,0.00,0.02,0.96,0.02,3.90,4.01,0.93,0.93,5897.67,5787.33,17146363.00,17899361.00,43297883.00,47246256.00,82.00,435.00,0.25,0.40,0.55,0.43,0.61,0.36,0.67,0.32,0.56,0.43,0.75,0.24,0.57,0.20,0.43,0.41,0.34,0.37,0.44,0.55,0.32,0.55,0.48,0.40,0.50,0.34,0.59,0.27,0.59,0.27,0.41,0.58
47031,Coffee County,TN,"Coffee County, TN",35.46579,-86.11577,Atlantic-S,5870.000,7132.000,4743.000,13023.000,13250.000,14417.000,19259.000,20790.000,19971.000,0.305,0.343,0.237,0,0,0,4060.67,4674.33,13.00,17.00,19.00,0.34,0.38,0.36,0.17,0.21,0.17,41072.00,35571.00,45235.00,0.79,0.70,0.84,52783.00,53132.00,54682.00,-17.00,250.00,403.00,2.00,10.00,15.00,-5.00,261.00,345.00,-3.00,271.00,360.00,25724.00,24102.00,1622.00,0.06,24650.00,22623.00,2027.00,0.08,24472.00,23293.00,1179.00,0.05,0.44,0.04,0.01,0.04,0.91,0.03,1.49,1.64,1.05,1.02,20700.67,22134.33,47411547.00,55310933.00,192813830.00,231801024.00,123.10,429.00,0.26,0.38,0.57,0.41,0.64,0.33,0.70,0.29,0.59,0.40,0.78,0.21,0.60,0.19,0.44,0.40,0.38,0.36,0.47,0.53,0.32,0.56,0.49,0.40,0.52,0.34,0.62,0.26,0.61,0.26,0.43,0.57
47033,Crockett County,TN,"Crockett County, TN",35.797298,-89.12124,Atlantic-S,1669.000,1967.000,1303.000,3783.000,3994.000,3982.000,5498.000,6037.000,5397.000,0.304,0.326,0.241,0,0,0,1254.33,1240.00,7.00,11.00,13.00,0.33,0.35,0.33,0.18,0.20,0.19,41121.00,34474.00,37853.00,0.79,0.68,0.71,14574.00,14607.00,14411.00,-2.00,57.00,-155.00,0.00,4.00,4.00,-21.00,72.00,-144.00,-21.00,76.00,-140.00,6463.00,5887.00,576.00,0.09,7215.00,6554.00,661.00,0.09,6966.00,6594.00,372.00,0.05,0.35,0.13,0.00,0.09,0.83,0.05,0.50,0.50,1.02,1.05,2818.00,2893.33,12953432.00,16972919.00,24165027.00,31009237.00,54.80,266.00,0.24,0.42,0.57,0.41,0.64,0.33,0.69,0.29,0.59,0.40,0.77,0.23,0.59,0.18,0.44,0.40,0.36,0.34,0.47,0.53,0.33,0.52,0.49,0.37,0.52,0.32,0.60,0.25,0.60,0.25,0.43,0.56
47035,Cumberland County,TN,"Cumberland County, TN",35.946153,-84.99824,Atlantic-S,6261.000,7889.000,5202.000,18653.000,17436.000,20413.000,25247.000,25712.000,26360.000,0.248,0.307,0.197,0,0,0,2189.33,2572.67,15.00,21.00,21.00,0.29,0.30,0.29,0.16,0.19,0.17,38360.00,35873.00,40839.00,0.74,0.71,0.76,56210.00,57073.00,58655.00,148.00,453.00,377.00,4.00,34.00,44.00,178.00,610.00,604.00,182.00,644.00,648.00,23188.00,21369.00,1819.00,0.08,23834.00,21689.00,2145.00,0.09,23667.00,22240.00,1427.00,0.06,0.44,0.01,0.00,0.03,0.94,0.02,1.42,1.76,0.95,0.93,14456.00,15558.00,21203453.00,26807098.00,103449391.00,119530280.00,82.30,681.00,0.25,0.38,0.55,0.44,0.62,0.36,0.68,0.32,0.56,0.43,0.77,0.22,0.58,0.21,0.43,0.41,0.36,0.37,0.44,0.55,0.31,0.57,0.47,0.42,0.50,0.35,0.59,0.28,0.59,0.28,0.41,0.58
47037,Davidson County,TN,"Davidson County, TN",36.156595,-86.76576,Atlantic-S,143120.000,158423.000,148864.000,97622.000,102915.000,84550.000,244873.000,264486.000,249064.000,0.585,0.599,0.598,1,1,1,19036.00,20288.00,15.00,19.00,21.00,0.30,0.32,0.31,0.17,0.19,0.20,46413.00,43893.00,48195.00,0.89,0.87,0.90,628077.00,649004.00,684410.00,1497.00,13501.00,6087.00,576.00,2502.00,3091.00,-289.00,5973.00,-2039.00,287.00,8475.00,1052.00,323870.00,306349.00,17521.00,0.05,353385.00,331459.00,21926.00,0.06,377213.00,363503.00,13710.00,0.04,0.62,0.28,0.03,0.09,0.62,0.11,3.20,4.51,1.00,0.98,363532.00,416677.33,251613290.00,280656150.00,4545946155.00,5484555315.00,1243.40,504.00,0.32,0.34,0.72,0.27,0.74,0.23,0.78,0.21,0.69,0.30,0.84,0.15,0.70,0.09,0.55,0.31,0.51,0.25,0.61,0.39,0.41,0.46,0.61,0.28,0.65,0.22,0.72,0.15,0.70,0.16,0.54,0.46
47039,Decatur County,TN,"Decatur County, TN",35.615241,-88.11625,Atlantic-S,1303.000,1566.000,894.000,2874.000,3101.000,3588.000,4251.000,4763.000,4592.000,0.307,0.329,0.195,0,0,0,471.33,556.00,15.00,19.00,21.00,0.29,0.38,0.36,0.18,0.22,0.20,33365.00,34400.00,37417.00,0.64,0.68,0.70,11729.00,11660.00,11769.00,-21.00,-24.00,112.00,2.00,8.00,10.00,12.00,31.00,144.00,14.00,39.00,154.00,5674.00,5194.00,480.00,0.09,5214.00,4676.00,538.00,0.10,4672.00,4346.00,326.00,0.07,0.37,0.03,0.01,0.03,0.96,0.02,2.19,2.51,1.00,0.99,2962.67,2862.67,4585311.00,5920894.00,26528063.00,27285531.00,35.20,334.00,0.25,0.39,0.55,0.42,0.62,0.35,0.68,0.31,0.56,0.42,0.77,0.23,0.59,0.20,0.43,0.41,0.35,0.36,0.46,0.54,0.32,0.55,0.48,0.40,0.51,0.34,0.60,0.26,0.60,0.27,0.42,0.57
47041,DeKalb County,TN,"DeKalb County, TN",35.983114,-85.85327,Atlantic-S,2174.000,2832.000,1569.000,4143.000,4085.000,5171.000,6422.000,7065.000,6955.000,0.339,0.401,0.226,0,0,0,1606.67,2205.67,21.00,21.00,21.00,0.31,0.33,0.32,0.20,0.19,0.20,37016.00,37136.00,38595.00,0.71,0.74,0.72,18716.00,18911.00,19361.00,-4.00,117.00,156.00,3.00,18.00,28.00,27.00,109.00,123.00,30.00,127.00,151.00,10170.00,9491.00,679.00,0.07,8043.00,7272.00,771.00,0.10,7602.00,7172.00,430.00,0.06,0.34,0.02,0.00,0.07,0.93,0.06,2.89,3.07,1.00,1.01,4869.33,4664.67,14808829.00,22573820.00,35353886.00,40113324.00,61.60,304.00,0.26,0.38,0.58,0.40,0.64,0.33,0.69,0.29,0.58,0.40,0.78,0.22,0.61,0.18,0.45,0.38,0.38,0.34,0.49,0.51,0.33,0.53,0.50,0.38,0.53,0.32,0.62,0.25,0.61,0.25,0.44,0.55
47043,Dickson County,TN,"Dickson County, TN",36.117131,-87.35626,Atlantic-S,6233.000,7506.000,4722.000,11296.000,11677.000,13233.000,17835.000,19519.000,18699.000,0.350,0.385,0.253,0,0,0,2801.67,3597.67,11.00,13.00,15.00,0.31,0.38,0.36,0.14,0.16,0.14,44572.00,43019.00,45914.00,0.86,0.85,0.86,49701.00,50177.00,52170.00,43.00,231.00,709.00,0.00,2.00,-6.00,39.00,167.00,572.00,39.00,169.00,566.00,23577.00,21947.00,1630.00,0.07,24197.00,22185.00,2012.00,0.08,24885.00,23784.00,1101.00,0.04,0.40,0.04,0.01,0.03,0.91,0.02,3.00,2.85,0.95,0.97,11942.67,14035.00,30114726.00,41768577.00,97288894.00,127857631.00,101.40,490.00,0.27,0.37,0.59,0.39,0.64,0.33,0.70,0.29,0.59,0.39,0.79,0.20,0.62,0.17,0.45,0.39,0.39,0.34,0.49,0.51,0.34,0.54,0.51,0.38,0.54,0.31,0.63,0.24,0.62,0.25,0.45,0.54
47045,Dyer County,TN,"Dyer County, TN",36.060464,-89.35898,Atlantic-S,3757.000,4411.000,2816.000,9921.000,9859.000,10180.000,13800.000,14450.000,13336.000,0.272,0.305,0.211,0,0,0,3808.67,4059.67,7.00,11.00,11.00,0.36,0.35,0.37,0.18,0.19,0.20,39484.00,37766.00,43425.00,0.76,0.75,0.81,38313.00,38246.00,37708.00,-17.00,98.00,-170.00,5.00,22.00,24.00,-27.00,-32.00,-207.00,-22.00,-10.00,-183.00,17602.00,16275.00,1327.00,0.08,17486.00,15564.00,1922.00,0.11,16507.00,15471.00,1036.00,0.06,0.44,0.15,0.01,0.03,0.84,0.02,0.71,0.69,0.96,0.96,12197.67,13060.33,38877498.00,46718383.00,101852474.00,116122941.00,74.90,512.00,0.25,0.41,0.55,0.43,0.63,0.35,0.68,0.31,0.58,0.41,0.77,0.23,0.58,0.21,0.43,0.41,0.36,0.36,0.45,0.55,0.31,0.55,0.47,0.40,0.51,0.34,0.59,0.27,0.58,0.27,0.42,0.58
47047,Fayette County,TN,"Fayette County, TN",35.204664,-89.39885,Atlantic-S,6688.000,6892.000,5874.000,12689.000,12173.000,13055.000,19574.000,19254.000,19394.000,0.342,0.358,0.303,0,0,0,2054.33,1971.33,9.00,11.00,13.00,0.35,0.33,0.31,0.13,0.14,0.15,51673.00,49760.00,56573.00,0.99,0.99,1.05,38435.00,38662.00,39590.00,-4.00,93.00,370.00,-1.00,9.00,14.00,28.00,-29.00,344.00,27.00,-20.00,358.00,18173.00,16823.00,1350.00,0.07,18417.00,16858.00,1559.00,0.09,18087.00,17151.00,936.00,0.05,0.51,0.28,0.01,0.02,0.69,0.02,1.93,2.74,0.97,0.98,6009.67,6498.67,25220776.00,25785748.00,57970452.00,68786635.00,54.50,705.00,0.27,0.40,0.60,0.39,0.67,0.30,0.71,0.28,0.62,0.37,0.79,0.21,0.62,0.16,0.46,0.37,0.41,0.32,0.48,0.51,0.34,0.51,0.51,0.36,0.55,0.30,0.62,0.23,0.62,0.24,0.45,0.54
47049,Fentress County,TN,"Fentress County, TN",36.387076,-84.93751,Atlantic-S,1561.000,1831.000,1100.000,5243.000,4789.000,6038.000,6895.000,6739.000,7332.000,0.226,0.272,0.150,0,0,0,292.00,284.33,21.00,21.00,21.00,0.31,0.36,0.36,0.24,0.27,0.28,28547.00,28666.00,30299.00,0.55,0.57,0.56,17928.00,17924.00,18033.00,-32.00,-102.00,116.00,0.00,-2.00,-1.00,5.00,-58.00,159.00,5.00,-60.00,158.00,8049.00,7293.00,756.00,0.09,7474.00,6746.00,728.00,0.10,7101.00,6652.00,449.00,0.06,0.29,0.00,0.00,0.01,0.99,0.01,2.35,2.08,0.96,0.95,3641.00,3906.00,2516755.00,2959242.00,25231919.00,30285488.00,36.00,499.00,0.23,0.41,0.53,0.45,0.60,0.37,0.67,0.32,0.54,0.44,0.75,0.24,0.55,0.22,0.41,0.43,0.32,0.38,0.43,0.57,0.30,0.56,0.46,0.42,0.48,0.36,0.57,0.29,0.56,0.29,0.40,0.59
47051,Franklin County,TN,"Franklin County, TN",35.199739,-86.09991,Atlantic-S,5603.000,6613.000,4374.000,10262.000,10539.000,11532.000,16119.000,17432.000,16404.000,0.348,0.379,0.267,0,0,0,1594.33,2766.00,11.00,15.00,17.00,0.33,0.31,0.31,0.17,0.18,0.17,40890.00,39935.00,43851.00,0.79,0.79,0.82,40970.00,40786.00,41700.00,-94.00,-76.00,186.00,1.00,27.00,49.00,-46.00,-34.00,234.00,-45.00,-7.00,283.00,19891.00,18567.00,1324.00,0.07,19475.00,17961.00,1514.00,0.08,19819.00,18834.00,985.00,0.05,0.44,0.05,0.01,0.03,0.91,0.02,2.95,4.39,0.99,1.02,7689.33,9880.00,16511055.00,26834006.00,60356662.00,85638995.00,74.00,555.00,0.28,0.37,0.60,0.38,0.66,0.32,0.70,0.29,0.61,0.38,0.78,0.21,0.62,0.18,0.46,0.38,0.41,0.34,0.49,0.51,0.33,0.54,0.51,0.38,0.54,0.32,0.63,0.24,0.63,0.25,0.44,0.55
47053,Gibson County,TN,"Gibson County, TN",35.969451,-88.89787,Atlantic-S,6564.000,7406.000,5258.000,12883.000,13516.000,13786.000,19667.000,21253.000,19546.000,0.334,0.349,0.269,0,0,0,2966.67,2517.67,9.00,13.00,13.00,0.34,0.31,0.32,0.17,0.19,0.20,36782.00,36365.00,37498.00,0.71,0.72,0.70,49732.00,49689.00,49401.00,41.00,-184.00,-41.00,-1.00,13.00,7.00,20.00,-183.00,26.00,19.00,-170.00,33.00,21198.00,19190.00,2008.00,0.10,22887.00,20532.00,2355.00,0.10,21317.00,20043.00,1274.00,0.06,0.45,0.18,0.00,0.02,0.80,0.01,2.85,3.12,0.86,0.93,11206.67,11250.00,32525813.00,30236544.00,87683925.00,92636951.00,82.40,603.00,0.24,0.42,0.57,0.41,0.64,0.32,0.69,0.29,0.60,0.39,0.77,0.22,0.58,0.18,0.44,0.40,0.35,0.35,0.46,0.54,0.33,0.52,0.49,0.37,0.52,0.31,0.61,0.23,0.60,0.24,0.44,0.55
47055,Giles County,TN,"Giles County, TN",35.18221,-87.02696,Atlantic-S,3760.000,4614.000,2917.000,6915.000,6902.000,7970.000,10799.000,11689.000,11137.000,0.348,0.395,0.262,0,0,0,2340.33,4069.33,13.00,17.00,19.00,0.34,0.34,0.32,0.16,0.18,0.17,39346.00,39916.00,41326.00,0.76,0.79,0.77,29401.00,29006.00,29307.00,-88.00,-331.00,228.00,7.00,37.00,51.00,-121.00,-311.00,206.00,-114.00,-274.00,257.00,13460.00,12381.00,1079.00,0.08,14038.00,12856.00,1182.00,0.08,15236.00,14616.00,620.00,0.04,0.38,0.10,0.01,0.02,0.89,0.02,2.81,2.82,1.03,1.01,7321.67,9318.33,27326015.00,47059842.00,62268719.00,86664310.00,48.30,611.00,0.26,0.40,0.59,0.39,0.65,0.32,0.71,0.28,0.60,0.39,0.78,0.21,0.61,0.17,0.45,0.39,0.38,0.33,0.48,0.52,0.33,0.53,0.50,0.37,0.53,0.31,0.61,0.24,0.61,0.24,0.44,0.55
47057,Grainger County,TN,"Grainger County, TN",36.274788,-83.50119,Atlantic-S,1668.000,2066.000,1154.000,5470.000,5297.000,6626.000,7252.000,7503.000,8008.000,0.230,0.275,0.144,0,0,0,840.00,1115.33,17.00,21.00,21.00,0.31,0.32,0.35,0.20,0.22,0.22,34943.00,34077.00,35704.00,0.67,0.67,0.67,22714.00,22649.00,23072.00,58.00,-84.00,237.00,0.00,2.00,2.00,61.00,-77.00,308.00,61.00,-75.00,310.00,10243.00,9428.00,815.00,0.08,9686.00,8690.00,996.00,0.10,9279.00,8767.00,512.00,0.06,0.33,0.01,0.00,0.03,0.97,0.01,1.62,1.78,0.82,0.76,2321.00,3039.67,7569334.00,11031156.00,16937286.00,24950081.00,80.60,281.00,0.25,0.39,0.54,0.44,0.61,0.37,0.67,0.32,0.56,0.43,0.76,0.23,0.57,0.21,0.42,0.41,0.35,0.37,0.45,0.55,0.32,0.56,0.48,0.41,0.50,0.35,0.59,0.28,0.59,0.28,0.41,0.58
47059,Greene County,TN,"Greene County, TN",36.185014,-82.84363,Atlantic-S,6225.000,7110.000,4216.000,17245.000,17151.000,18562.000,23887.000,24670.000,23582.000,0.261,0.288,0.179,0,0,0,5718.00,6299.00,17.00,21.00,21.00,0.33,0.33,0.30,0.18,0.24,0.18,35859.00,32880.00,36740.00,0.69,0.65,0.68,68826.00,68654.00,68615.00,1.00,-342.00,64.00,7.00,20.00,26.00,-1.00,-152.00,276.00,6.00,-132.00,302.00,30265.00,27444.00,2821.00,0.09,30080.00,27025.00,3055.00,0.10,31089.00,29365.00,1724.00,0.06,0.39,0.02,0.01,0.03,0.96,0.02,3.07,3.44,1.04,1.03,19636.00,22282.33,60950517.00,74481381.00,160215231.00,200418743.00,110.70,622.00,0.25,0.38,0.56,0.43,0.65,0.34,0.70,0.30,0.59,0.40,0.78,0.22,0.60,0.20,0.44,0.39,0.38,0.36,0.46,0.54,0.32,0.56,0.49,0.40,0.52,0.34,0.62,0.26,0.61,0.26,0.41,0.58
47061,Grundy County,TN,"Grundy County, TN",35.353581,-85.72802,Atlantic-S,1643.000,1971.000,999.000,2516.000,2563.000,3636.000,4237.000,4632.000,4763.000,0.388,0.426,0.210,0,0,0,290.33,316.00,19.00,21.00,21.00,0.30,0.30,0.31,0.30,0.31,0.26,25619.00,27428.00,28086.00,0.49,0.54,0.52,13738.00,13653.00,13389.00,12.00,-4.00,-67.00,0.00,0.00,0.00,16.00,56.00,-21.00,16.00,56.00,-21.00,5947.00,5450.00,497.00,0.08,5532.00,4976.00,556.00,0.10,4791.00,4472.00,319.00,0.07,0.27,0.01,0.00,0.01,1.00,0.01,1.44,1.37,1.02,1.02,1374.33,1352.67,1836393.00,2188548.00,8965786.00,8312882.00,38.00,361.00,0.27,0.37,0.61,0.37,0.64,0.32,0.70,0.28,0.58,0.40,0.79,0.20,0.62,0.16,0.46,0.38,0.39,0.32,0.51,0.49,0.35,0.51,0.53,0.35,0.56,0.29,0.64,0.23,0.63,0.23,0.46,0.52
47063,Hamblen County,TN,"Hamblen County, TN",36.209671,-83.284,Atlantic-S,5234.000,6807.000,4075.000,14522.000,15508.000,15857.000,20032.000,22669.000,20692.000,0.261,0.300,0.197,0,0,0,7984.67,9018.00,17.00,21.00,21.00,0.31,0.30,0.31,0.17,0.20,0.23,41324.00,35630.00,37410.00,0.79,0.71,0.70,62550.00,62712.00,63785.00,17.00,-104.00,371.00,7.00,69.00,121.00,55.00,-264.00,220.00,62.00,-195.00,341.00,30293.00,28141.00,2152.00,0.07,27603.00,25007.00,2596.00,0.09,26879.00,25482.00,1397.00,0.05,0.40,0.04,0.01,0.11,0.91,0.07,0.49,0.00,0.00,0.58,25189.33,26725.33,89154633.00,102229938.00,219688275.00,243125230.00,388.50,161.00,0.27,0.38,0.58,0.41,0.63,0.35,0.69,0.30,0.58,0.40,0.76,0.22,0.61,0.19,0.45,0.39,0.39,0.35,0.47,0.53,0.33,0.54,0.50,0.39,0.53,0.33,0.60,0.26,0.60,0.25,0.43,0.57
47065,Hamilton County,TN,"Hamilton County, TN",35.095522,-85.2301,Atlantic-S,58836.000,64246.000,55316.000,79933.000,81702.000,78733.000,141181.000,147520.000,142403.000,0.417,0.436,0.388,0,0,0,23942.33,23427.00,11.00,15.00,17.00,0.29,0.30,0.30,0.14,0.19,0.16,47574.00,42609.00,48380.00,0.91,0.84,0.90,337332.00,345783.00,357738.00,848.00,4844.00,4134.00,107.00,442.00,527.00,478.00,3506.00,2958.00,585.00,3948.00,3485.00,167906.00,158356.00,9550.00,0.06,171034.00,159238.00,11796.00,0.07,171576.00,163490.00,8086.00,0.05,0.60,0.20,0.02,0.05,0.73,0.05,2.27,3.20,0.83,0.86,159143.67,170238.00,328366559.00,349654721.00,1599821735.00,1861308077.00,620.80,542.00,0.29,0.35,0.64,0.34,0.69,0.28,0.72,0.27,0.64,0.35,0.80,0.19,0.72,0.13,0.51,0.34,0.46,0.31,0.54,0.46,0.36,0.51,0.55,0.34,0.59,0.27,0.67,0.20,0.66,0.21,0.50,0.50
47067,Hancock County,TN,"Hancock County, TN",36.519942,-83.21824,Atlantic-S,475.000,604.000,322.000,1527.000,1588.000,1843.000,2046.000,2241.000,2231.000,0.232,0.270,0.144,0,0,0,37.67,0.00,21.00,21.00,21.00,0.30,0.31,0.31,0.31,0.34,0.30,23526.00,25297.00,27323.00,0.45,0.50,0.51,6808.00,6675.00,6577.00,-7.00,-36.00,23.00,0.00,0.00,0.00,19.00,-13.00,49.00,19.00,-13.00,49.00,2561.00,2349.00,212.00,0.08,2257.00,1991.00,266.00,0.12,2059.00,1895.00,164.00,0.08,0.33,0.00,0.00,0.00,1.00,0.01,2.50,2.81,0.94,0.93,0.00,424.33,229753.00,0.00,0.00,2661721.00,30.70,222.00,0.24,0.41,0.53,0.45,0.60,0.37,0.67,0.32,0.55,0.44,0.76,0.24,0.56,0.21,0.41,0.42,0.33,0.38,0.43,0.57,0.30,0.56,0.46,0.42,0.49,0.36,0.58,0.29,0.57,0.29,0.40,0.59
47069,Hardeman County,TN,"Hardeman County, TN",35.203117,-88.99686,Atlantic-S,5482.000,5919.000,4185.000,4865.000,5225.000,4919.000,10439.000,11237.000,9273.000,0.525,0.527,0.451,1,1,0,1407.67,1824.67,7.00,9.00,9.00,0.38,0.39,0.38,0.23,0.28,0.25,36527.00,31437.00,35321.00,0.70,0.62,0.66,27154.00,26528.00,25435.00,-93.00,-323.00,-297.00,0.00,-1.00,0.00,-105.00,-305.00,-270.00,-105.00,-306.00,-270.00,11581.00,10585.00,996.00,0.09,9999.00,8909.00,1090.00,0.11,9166.00,8585.00,581.00,0.06,0.32,0.42,0.01,0.02,0.59,0.01,3.50,3.63,0.93,0.95,4533.33,4761.33,17626209.00,22582488.00,41953108.00,44492927.00,40.80,668.00,0.26,0.43,0.64,0.34,0.67,0.28,0.72,0.26,0.62,0.36,0.78,0.20,0.66,0.11,0.48,0.38,0.40,0.26,0.54,0.46,0.38,0.44,0.55,0.29,0.57,0.24,0.65,0.18,0.65,0.18,0.51,0.48
47071,Hardin County,TN,"Hardin County, TN",35.207362,-88.20817,Atlantic-S,2467.000,2794.000,1622.000,7886.000,7077.000,8012.000,10495.000,10035.000,9949.000,0.235,0.278,0.163,0,0,0,1743.33,1918.00,19.00,21.00,21.00,0.30,0.34,0.32,0.20,0.26,0.22,33846.00,31281.00,36285.00,0.65,0.62,0.68,26039.00,26005.00,25679.00,27.00,137.00,-39.00,1.00,4.00,2.00,6.00,191.00,53.00,7.00,195.00,55.00,11892.00,10985.00,907.00,0.08,11148.00,10027.00,1121.00,0.10,10268.00,9641.00,627.00,0.06,0.35,0.04,0.01,0.02,0.95,0.01,3.20,3.50,0.92,0.91,6111.33,6232.00,22087566.00,27442448.00,53767308.00,58832010.00,45.10,577.00,0.25,0.40,0.57,0.42,0.65,0.34,0.70,0.29,0.60,0.40,0.78,0.22,0.60,0.20,0.44,0.38,0.38,0.35,0.44,0.55,0.31,0.56,0.48,0.40,0.51,0.35,0.60,0.27,0.59,0.27,0.42,0.58
47073,Hawkins County,TN,"Hawkins County, TN",36.441667,-82.92295,Atlantic-S,5088.000,5930.000,3507.000,14382.000,14756.000,16648.000,19797.000,21040.000,20774.000,0.257,0.282,0.169,0,0,0,3692.67,4063.67,17.00,21.00,21.00,0.33,0.35,0.33,0.20,0.18,0.20,34971.00,37095.00,39506.00,0.67,0.73,0.74,56867.00,56561.00,56563.00,38.00,-56.00,120.00,2.00,-4.00,2.00,32.00,103.00,327.00,34.00,99.00,329.00,26981.00,25172.00,1809.00,0.07,25096.00,22883.00,2213.00,0.09,23655.00,22349.00,1306.00,0.06,0.38,0.01,0.01,0.01,0.97,0.01,3.11,1.94,1.00,0.95,9163.33,10345.00,45236090.00,53146943.00,82837598.00,101027870.00,116.70,487.00,0.24,0.41,0.51,0.47,0.62,0.36,0.66,0.33,0.56,0.43,0.75,0.24,0.55,0.22,0.40,0.43,0.32,0.38,0.43,0.57,0.30,0.56,0.46,0.42,0.49,0.36,0.58,0.29,0.57,0.29,0.39,0.60
47075,Haywood County,TN,"Haywood County, TN",35.563084,-89.27824,Atlantic-S,4569.000,4893.000,3711.000,2960.000,3165.000,3013.000,7569.000,8121.000,6834.000,0.604,0.603,0.543,1,1,1,1508.33,1516.00,7.00,11.00,11.00,0.36,0.41,0.38,0.22,0.24,0.25,32860.00,32422.00,35470.00,0.63,0.64,0.66,18787.00,18281.00,17853.00,-20.00,-287.00,-175.00,0.00,1.00,7.00,-58.00,-309.00,-154.00,-58.00,-308.00,-147.00,9490.00,8493.00,997.00,0.11,8229.00,7279.00,950.00,0.12,7724.00,7214.00,510.00,0.07,0.35,0.50,0.00,0.04,0.50,0.02,1.96,2.16,0.92,0.93,3979.67,3871.33,17084178.00,17864163.00,34984461.00,36317034.00,35.20,533.00,0.25,0.44,0.66,0.32,0.69,0.26,0.74,0.24,0.64,0.34,0.79,0.19,0.67,0.09,0.49,0.36,0.41,0.24,0.57,0.43,0.41,0.40,0.57,0.25,0.60,0.20,0.66,0.16,0.66,0.16,0.54,0.45
47077,Henderson County,TN,"Henderson County, TN",35.641227,-88.37771,Atlantic-S,2517.000,3021.000,1800.000,7421.000,7669.000,8138.000,10055.000,10834.000,10217.000,0.250,0.279,0.176,0,0,0,2427.00,1333.33,15.00,21.00,21.00,0.33,0.37,0.35,0.17,0.19,0.19,38822.00,36392.00,39303.00,0.75,0.72,0.73,27786.00,28006.00,27822.00,4.00,-14.00,-162.00,1.00,-3.00,0.00,-29.00,-10.00,-143.00,-28.00,-13.00,-143.00,12093.00,10856.00,1237.00,0.10,13206.00,11930.00,1276.00,0.10,12086.00,11246.00,840.00,0.07,0.40,0.08,0.00,0.02,0.89,0.01,1.71,1.55,0.73,0.76,7260.00,6363.67,24265704.00,14620021.00,61973267.00,57288595.00,53.40,520.00,0.25,0.40,0.55,0.43,0.63,0.35,0.69,0.31,0.58,0.41,0.77,0.23,0.58,0.20,0.43,0.40,0.36,0.36,0.45,0.55,0.31,0.55,0.48,0.40,0.51,0.34,0.59,0.27,0.59,0.27,0.41,0.58
